package,severity,version,fixed_version,description,cve_id,source
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: netfilter: conntrack: clamp maxi","CVE-2025-21648"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: virtiofs: add filesystem context","CVE-2025-37773"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: media: ts2020: fix null-ptr-dere","CVE-2024-56574"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","A flaw was found in the Linux kernel. A denial of service flaw may occur if there is a consecutive r","CVE-2022-3169","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: exfat: resolve memory leak from ","CVE-2024-47677"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: media: mediatek: vcodec: Fix VP8","CVE-2024-47753"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mt76: fix use-after-free by remo","CVE-2022-49328"
"libssl1.1","MEDIUM","1.1.1d-0+deb10u7","1.1.1d-0+deb10u8","There is a carry propagation bug in the MIPS32 and MIPS64 squaring procedure. Many EC algorithms are","CVE-2021-4160","tykio/tyk-gateway"
"libldap-2.4-2","HIGH","2.4.47+dfsg-3+deb10u4","2.4.47+dfsg-3+deb10u5","A flaw was discovered in OpenLDAP before 2.4.57 leading in an assertion failure in slapd in the X.50","CVE-2020-36230","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: LoongArch: BPF: Don't override s","CVE-2025-22048"
"libpython3.7-minimal","HIGH","3.7.3-2+deb10u3","N/A","An issue in the urllib.parse component of Python before 3.11.4 allows attackers to bypass blocklisti","CVE-2023-24329","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: io_uring/sqpoll: work around a p","CVE-2024-41001"
"linux-libc-dev","LOW","4.19.194-3","N/A","An issue was discovered in the Linux kernel through 6.2.0-rc2. drivers/tty/vcc.c has a race conditio","CVE-2023-23039","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: libfs: fix get_stashed_dentry() ","CVE-2024-46801"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: device-dax: correct pgoff align ","CVE-2024-50022"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/display: Pass non-null t","CVE-2024-49923"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: atlantic: eliminate double ","CVE-2023-52664"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ax25: fix use-after-free bugs ca","CVE-2024-35887"
"linux-libc-dev","HIGH","4.19.194-3","4.19.304-1","An issue was discovered in the Linux kernel before 6.6.8. do_vcc_ioctl in net/atm/ioctl.c has a use-","CVE-2023-51780","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: net/rds: fix possible cp null de","CVE-2024-35902"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.208-1","In the Linux kernel, the following vulnerability has been resolved: mm/memory-failure: make sure wai","CVE-2021-47256"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: powerpc/set_memory: Avoid spinlo","CVE-2021-47632"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: fs/netfs/fscache_cookie: add mis","CVE-2024-45000"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: pinctrl: nomadik: Add missing of","CVE-2022-49185"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: brcmfmac: pcie: Release firmware","CVE-2022-49263"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/display: fix incorrect m","CVE-2024-26914"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.232-1","An issue was discovered in drivers/usb/gadget/composite.c in the Linux kernel before 5.16.10. The US","CVE-2022-25258","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ASoC: topology: Fix references t","CVE-2024-41069"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: usb: rtl8150: enable basic ","CVE-2025-21708"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: Bluetooth: btintel: Fix null ptr","CVE-2024-35933"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: btrfs: fix race between direct I","CVE-2024-46734"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: hwmon: (hp-wmi-sensors) Check if","CVE-2024-46768"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: ip_tunnel: make sure to pul","CVE-2024-26882"
"linux-libc-dev","LOW","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: tcp: make sure init the accept_q","CVE-2024-26614"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ASoC: cs-amp-lib: Fix NULL point","CVE-2024-43896"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: i3c: mipi-i3c-hci: Mask ring int","CVE-2024-45828"
"libldap-common","HIGH","2.4.47+dfsg-3+deb10u4","2.4.47+dfsg-3+deb10u5","A flaw was discovered in OpenLDAP before 2.4.57 leading to a double free and slapd crash in the sasl","CVE-2020-36225","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: IB/hfi1: Correctly move list in ","CVE-2022-49931"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: scsi: storvsc: Fix swiotlb bounc","CVE-2022-48890"
"libsystemd0","HIGH","241-7~deb10u5","N/A","It was discovered that a systemd service that uses DynamicUser property can get new privileges throu","CVE-2019-3844","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: nilfs2: fix kernel bug on rename","CVE-2024-41034"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: Bluetooth: HCI: Remove HCI_AMP s","CVE-2024-38620"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: Bluetooth: Fix not cleanup led w","CVE-2022-48971"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: bridge: mst: fix suspicious","CVE-2024-40920"
"libgssapi-krb5-2","LOW","1.17-3+deb10u2","N/A","Kerberos 5 (aka krb5) 1.21.2 contains a memory leak in /krb5/src/lib/rpc/pmap_rmt.c.","CVE-2024-26458","tykio/tyk-gateway"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: blk-cgroup: fix UAF by grabbing ","CVE-2021-47379"
"linux-libc-dev","HIGH","4.19.194-3","N/A","An issue was discovered the x86 KVM subsystem in the Linux kernel before 5.18.17. Unprivileged guest","CVE-2022-39189","tykio/tyk-gateway"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: geneve: Fix use-after-free in ge","CVE-2025-21858"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: iio: adc: ad7923: Fix buffer ove","CVE-2024-56557"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: bfq: Avoid merging queues with d","CVE-2022-49412"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: block: fix request.queuelist usa","CVE-2024-40925"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/imagination: fix firmware me","CVE-2025-37764"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: iommu: Restore lost return in io","CVE-2024-44994"
"linux-libc-dev","HIGH","4.19.194-3","N/A","A flaw was found in the way the dumpable flag setting was handled when certain SUID binaries execute","CVE-2021-3864","tykio/tyk-gateway"
"libgssapi-krb5-2","HIGH","1.17-3+deb10u1","1.17-3+deb10u5","PAC parsing in MIT Kerberos 5 (aka krb5) before 1.19.4 and 1.20.x before 1.20.1 has integer overflow","CVE-2022-42898","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: tcp_metrics: validate source add","CVE-2024-42154"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: scsi: pm8001: Fix abort all task","CVE-2022-49217"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: padata: avoid UAF for reorder_wo","CVE-2025-21726"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: sched_ext: Fix incorrect autogro","CVE-2025-21771"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","A deadlock flaw was found in the Linux kernel’s BPF subsystem. This flaw allows a local user to pote","CVE-2023-0160","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: cpufreq: scmi: Fix null-ptr-dere","CVE-2025-37830"
"libc6-dev","LOW","2.28-10","N/A","GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addre","CVE-2019-1010025","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: arp: use RCU protection in arp_x","CVE-2025-21762"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ext4: update s_journal_inum if i","CVE-2023-53091"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: nouveau: lock the client object ","CVE-2024-27062"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: octeon_ep: Add SKB allocation fa","CVE-2024-50145"
"libsqlite3-0","CRITICAL","3.27.2-3+deb10u1","3.27.2-3+deb10u2","In SQLite 3.31.1, there is an out of bounds access problem through ALTER TABLE for views that have a","CVE-2020-35527"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: netfilter: nft_socket: fix sk re","CVE-2024-46855"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/display: Fix array-index","CVE-2024-26699","CVE-2024-41061"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ravb: Fix use-after-free issue i","CVE-2023-52509"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: 9p/net: fix improper handling of","CVE-2025-37879"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: bpf: Make sure internal and UAPI","CVE-2024-50163"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: wifi: brcmfmac: Fix use-after-fr","CVE-2024-35811"
"libc-bin","MEDIUM","2.28-10","2.28-10+deb10u4","nscd: netgroup cache may terminate daemon on memory allocation failure The Name Service Cache Daemon","CVE-2024-33601","tykio/tyk-gateway","tykio/tyk-dashboard"
"libexpat1-dev","CRITICAL","2.2.6-2+deb10u1","N/A","An issue was discovered in libexpat before 2.6.3. dtdCopy in xmlparse.c can have an integer overflow","CVE-2024-45491","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: sched: fix memory leak in t","CVE-2021-47295"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mtd: spi-nor: sst: Fix SST write","CVE-2025-21845"
"libc-bin","LOW","2.28-10","N/A","GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using ca","CVE-2019-1010024","tykio/tyk-gateway","tykio/tyk-dashboard"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: acpi: nfit: vmalloc-out-of-bound","CVE-2024-56662"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/i915: Fix request ref counti","CVE-2023-52981"
"libssl1.1","MEDIUM","1.1.1d-0+deb10u7","N/A","Issue summary: Applications performing certificate name checks (e.g., TLS clients checking server ce","CVE-2024-6119"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: sched: sch_cake: add bounds chec","CVE-2025-21647"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: nilfs2: propagate directory read","CVE-2024-50202"
"unzip","MEDIUM","6.0-23+deb10u2","6.0-23+deb10u3","A flaw was found in Unzip. The vulnerability occurs during the conversion of a wide string to a loca","CVE-2022-0530","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: allow small head cache usag","CVE-2025-21868"
"libmount1","LOW","2.33.1-0.1","N/A","A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The ","CVE-2022-0563","tykio/tyk-gateway","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: NFSD: Fix NFSv3 SETATTR/CREATE's","CVE-2022-48829"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/display: Avoid HDCP over","CVE-2021-47348"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.232-1","Guest can force Linux netback driver to hog large amounts of kernel memory T[his CNA information rec","CVE-2021-28714","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: video: fbdev: vesafb: Fix a use-","CVE-2022-49419"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ALSA: core: Fix possible NULL de","CVE-2024-56696"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: powerpc/iommu: fix memory leak w","CVE-2023-53097"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: rtla: Avoid record NULL pointer ","CVE-2022-49423"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: scsi: bnx2fc: Remove spin_lock_b","CVE-2024-36919"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: block: ublk: extending queue_siz","CVE-2023-52980"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: Drivers: hv: vmbus: Deactivate s","CVE-2022-49054"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ksmbd: fix use-after-free in SMB","CVE-2024-53186"
"linux-libc-dev","LOW","4.19.194-3","4.19.232-1","An issue was discovered in the Linux kernel before 5.7.3, related to mm/gup.c and mm/huge_memory.c. ","CVE-2020-29374"
"linux-libc-dev","LOW","4.19.194-3","N/A","The TCP implementation in (1) Linux, (2) platforms based on BSD Unix, (3) Microsoft Windows
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: cachefiles: cyclic allocation of","CVE-2024-41050"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: cpufreq: CPPC: Fix possible null","CVE-2024-53230","CVE-2024-53231"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: dev/parport: fix the array out-o","CVE-2024-42301"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: nvme-multipath: defer partition ","CVE-2024-53093"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: wifi: cfg80211: cancel wiphy_wor","CVE-2025-21979"
"libcurl4","LOW","7.64.0-4+deb10u1","N/A","When asked to use a `.netrc` file for credentials **and** to follow HTTP redirects, curl could leak ","CVE-2025-0167"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: cgroup/cpuset: Fix wrong check i","CVE-2023-52942"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.249-2","A kernel information leak flaw was identified in the scsi_ioctl function in drivers/scsi/scsi_ioctl.","CVE-2022-0494","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: selinux: avoid dereference of ga","CVE-2024-35904"
"libpcre2-8-0","CRITICAL","10.32-5","10.32-5+deb10u1","An out-of-bounds read vulnerability was discovered in the PCRE2 library in the compile_xclass_matchi","CVE-2022-1586","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amdkfd: Correct the migratio","CVE-2024-57897"
"linux-libc-dev","LOW","4.19.194-3","N/A","An information disclosure vulnerability in the kernel trace subsystem could enable a local malicious","CVE-2017-0630","tykio/tyk-gateway"
"libssl1.1","MEDIUM","1.1.1d-0+deb10u7","1.1.1n-0+deb10u5","The function X509_VERIFY_PARAM_add0_policy() is documented to implicitly enable the certificate poli","CVE-2023-0466","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: gpio: gpio-xilinx: Fix integer o","CVE-2022-49570"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/display: Fix variable de","CVE-2024-26648"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: KEYS: trusted: dcp: fix improper","CVE-2024-58008"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/i915/gem: add missing bounda","CVE-2022-49261"
"libgssapi-krb5-2","LOW","1.17-3+deb10u2","N/A","Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/lib/gssapi/krb5/k5sea","CVE-2024-26461","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: fs/ntfs3: Fixed overflow check i","CVE-2024-27407"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: scsi: lpfc: Handle mailbox timeo","CVE-2024-46842"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: md: Don't ignore read-only array","CVE-2024-26757"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: netfilter: fix use-after-free in","CVE-2022-48912"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: wwan: t7xx: Fix FSM command","CVE-2024-39282"
"python3.7-minimal","LOW","3.7.3-2+deb10u3","N/A","In Python 3 through 3.9.0, the Lib/test/multibytecodec_support.py CJK codec tests call eval() on con","CVE-2020-27619"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: reset: starfive: jh71x0: Fix acc","CVE-2024-50137"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: nfc/nci: Add the inconsistency c","CVE-2024-42130"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: firmware: dmi-sysfs: Fix memory ","CVE-2022-49370"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: s390/entry: Mark IRQ entries to ","CVE-2024-57838"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: LoongArch: Add architecture spec","CVE-2024-56628"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: ACPI: video: check for error whi","CVE-2023-52693"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: tty: goldfish: Use tty_port_dest","CVE-2022-49399"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.232-1","In the Linux kernel, the following vulnerability has been resolved: HID: usbhid: free raw_report buf","CVE-2021-47405"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.232-1","In the Linux kernel, the following vulnerability has been resolved: sctp: break out if skb_header_po","CVE-2021-47397"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","An issue was discovered in drivers/bluetooth/hci_ldisc.c in the Linux kernel 6.2. In hci_uart_tty_io","CVE-2023-31083","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: arp: Prevent overflow in arp_req","CVE-2024-26733"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: wifi: brcmfmac: Check the return","CVE-2025-21750"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: IB/hfi1: Fix a memleak in init_c","CVE-2024-26839"
"linux-libc-dev","HIGH","4.19.194-3","4.19.304-1","In the Linux kernel, the following vulnerability has been resolved: Input: powermate - fix use-after","CVE-2023-52475"
"tar","LOW","1.30+dfsg-6","N/A","N/A","TEMP-0290435-0B57B5","tykio/tyk-gateway","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: printk: Fix signed integer overf","CVE-2024-58017"
"libexpat1-dev","HIGH","2.2.6-2+deb10u1","2.2.6-2+deb10u2","Expat (aka libexpat) before 2.4.4 has an integer overflow in the doProlog function.","CVE-2022-23990","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: btrfs: fix deadlock with fiemap ","CVE-2024-35784"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","Bluetooth BR/EDR devices with Secure Simple Pairing and Secure Connections pairing in Bluetooth Core","CVE-2023-24023","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.232-1","In the Linux kernel, the following vulnerability has been resolved: drm/msm: Fix null pointer derefe","CVE-2021-47445"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: xen/netback: avoid entering xenv","CVE-2022-49649"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: ipv6: fix dst ref loops in ","CVE-2025-21768"
"libgssapi-krb5-2","LOW","1.17-3+deb10u1","N/A","Kerberos 5 (aka krb5) 1.21.2 contains a memory leak vulnerability in /krb5/src/lib/gssapi/krb5/k5sea","CVE-2024-26461","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ice: fix memory leak in aRFS aft","CVE-2025-21981"
"libc-bin","MEDIUM","2.28-10","2.28-10+deb10u2","The iconv feature in the GNU C Library (aka glibc or libc6) through 2.32, when processing invalid mu","CVE-2019-25013","CVE-2019-25013"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: scsi: qla1280: Fix kernel oops w","CVE-2025-21957"
"libkrb5support0","HIGH","1.17-3+deb10u1","N/A","In MIT Kerberos 5 (aka krb5) before 1.21.3, an attacker can modify the plaintext Extra Count field o","CVE-2024-37370"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: fs/proc: fix softlockup in __rea","CVE-2025-21694"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.232-1","Guest can force Linux netback driver to hog large amounts of kernel memory T[his CNA information rec","CVE-2021-28715","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm: Fix potential null-ptr-dere","CVE-2022-49827"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: af_can: do not leave a dang","CVE-2024-56603"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: udmabuf: change folios array fro","CVE-2024-56544"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: NFS: fix nfs_release_folio() to ","CVE-2025-21908"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: Bluetooth: Fix use after free in","CVE-2022-49111"
"libcurl4","MEDIUM","7.64.0-4+deb10u1","7.64.0-4+deb10u3","When curl >= 7.20.0 and <= 7.78.0 connects to an IMAP or POP3 server to retrieve data using STARTTLS","CVE-2021-22947","tykio/tyk-dashboard"
"linux-libc-dev","LOW","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: s390/mm: Fix VM_FAULT_HWPOISON h","CVE-2024-41021"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: scsi: target: core: Add TMF to t","CVE-2024-26845"
"linux-libc-dev","HIGH","4.19.194-3","4.19.304-1","A use-after-free vulnerability in the Linux kernel's net/sched: cls_u32 component can be exploited t","CVE-2023-3609","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: Fix icmp host relookup trig","CVE-2024-56647"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/display: Call dc_stream_","CVE-2022-49233"
"libss2","HIGH","1.44.5-1+deb10u3","N/A","An out-of-bounds read/write vulnerability was found in e2fsprogs 1.46.5. This issue leads to a segme","CVE-2022-1304","tykio/tyk-gateway","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/sprd: fix potential NULL der","CVE-2022-49125"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.208-1","In the Linux kernel, the following vulnerability has been resolved: virtio-blk: Fix memory leak amon","CVE-2021-47319"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: phy: qcom-qmp: fix struct clk le","CVE-2022-49397"
